thread_id,brand,customer_message,agent_response,created_at,intent,label_type
T2217610,AppleSupport,Thank you for the seemingly yearly battery drain “update”. I always appreciate my battery draining twice as fast as it did just a couple weeks ago.,We want to help. Send us a DM and we'll go from there.,2017-10-19 15:21:00+00:00,other,weak_keyword_rule
T1017583,SpotifyCares,"Oh no it’s no worries, it’s because I’m away in Spain!!!😂 thank you anyway","Ah, no problem! If anything else comes up, you know where to find us. Take care 🙂",2017-10-22 21:36:55+00:00,other,weak_keyword_rule
T2816681,Uber_Support,Hey could you guys please expand by like 3 blocks? I’m just trying to get some ice cream...,"Hey there, Tommy! We definitely want you to get that ice cream. UberEATS is expanding quickly, and we encourage you to stay tuned for updates. Hopefully, we'll have those three blocks covered soon. In the interim, let us know if you have any questions. We're always happy to help.",2017-11-27 03:49:36+00:00,other,weak_keyword_rule
T564580,Delta,"seeing that you want everybody to fly through #ATL no matter their destination, what are you doing to make it a fun place to transit through?",Hi John. Here is a link to all the different and exciting things ATL has to offer.,2017-12-03 00:24:10+00:00,other,weak_keyword_rule
T1622142,AmazonHelp,Selected other order issue and it doesn't allow you to go any further,"Oh no! Have you tried using a different browser? If so, please try to delete your history and clear you cache and cookies.",2017-11-06 01:10:28+00:00,other,weak_keyword_rule
T2465802,Delta,DL1983. The employee was anything but courteous and helpful.,You may DM that information via this link:,2017-10-29 20:39:21+00:00,other,weak_keyword_rule
T2633295,SpotifyCares,"I've signed out of every device and reset my password to fix it, but seriously , why does this seem to mostly be a problem with rogue iPhones hijacking accounts?",Hey there! Can you DM us your account's username or email address? We'll take a look backstage,2017-11-17 18:49:27+00:00,account_access,weak_keyword_rule
T1641285,AppleSupport,PLEASE FIX THIS I️ THING,Here’s what you can do to work around the issue until it’s fixed in a future software update:,2017-11-05 21:16:28+00:00,other,weak_keyword_rule
T152927,AppleSupport,Really? You don’t know about the “I️” randomly turning into an “A with ? In a square”? I don’t believe it. It’s been going on for weeks and it’s all over the web. Is there an update to fix it yet?,"This was fixed in a recent update. Are you seeing this in the messages you type, or when reading someone else's?",2017-11-24 16:11:00+00:00,other,weak_keyword_rule
T446866,AmazonHelp,hay un paquete que no he recibido y me sale entregado..como reclamo??gracias,"Hola, Rodrigo. Lamentamos mucho este inconveniente, sin mencionar detalles de tu cuenta o el número de tu pedido, ¿podrías por favor indicarnos si este pedido fue gestionado por Amazon directamente o por un vendedor externo?",2017-11-30 19:31:00+00:00,other,weak_keyword_rule
T2534580,SpotifyCares,No Lil peep - Hellboy,"We’d love to have all of Lil Peep's stuff available, but we have some info about content here:",2017-11-16 07:33:11+00:00,other,weak_keyword_rule
T1680073,AmazonHelp,Would you be willing to expedite it so I get it tomorrow?,"If you don't have it by 8pm local time, let us know so we can look at options",2017-10-25 21:42:00+00:00,other,weak_keyword_rule
T2223420,Delta,Thanks for looking into it,You're welcome.,2017-11-10 15:12:57+00:00,other,weak_keyword_rule
T1748730,AppleSupport,I️ want you to fix this shit,Here’s what you can do to work around the issue until it’s fixed in a future software update:,2017-11-07 16:24:41+00:00,other,weak_keyword_rule
T1293831,Uber_Support,as I have stated! This is not accessible for the blind! And this is the same progress I made last time. Help better.,We're so sorry about that! Please send us a DM with your email address with details so we can connect.,2017-10-26 21:47:35+00:00,other,weak_keyword_rule
T600435,AppleSupport,"listen, . get it together with these updates being awful. i’m glad i can see i’m (sometimes), now it’s time to do something about “ i.t “ 🙄 c’mon bro","We want to help you. DM us, and we can look into what's going on with your autocorrect.",2017-12-03 20:50:34+00:00,other,weak_keyword_rule
T2635819,Delta,"Thank you ! I really enjoyed my trip. I’m pregnant, I traveled with my 1 yr old daughter & my family. I had really good seats, we were comfortable, it was quiet, the flight was smooth, & the flight attendants were nice.👌🏾✈️",We are very happy to hear about your positive flight experience with us. Thank you for sharing! We hope to welcome you aboard again soon! 😊,2017-11-17 19:51:53+00:00,other,weak_keyword_rule
T404744,Delta,For some reason my last two flights with you did not have functioning WiFi. Kinda annoying being I wanted to work during my flight.,...Please share your confirmation number via DM. *AOS 2/2,2017-10-09 21:16:10+00:00,other,weak_keyword_rule
T1870222,AppleSupport,I know but it keeps happening for days straight,We'd love to take a closer look. Does restarting your iPhone temporarily resolve the issue? Let us know in DM.,2017-10-19 22:35:30+00:00,other,weak_keyword_rule
T661515,AppleSupport,hi send me a charger asap because they break fast thanks x,Thanks for reaching out. If you're having an issue we can take a look at your options. DM us your country and we'll take it from there.,2017-11-23 01:18:00+00:00,other,weak_keyword_rule
T854577,AppleSupport,what is this?!,Are you having issues with voicemails? Check out this article for helpful tips:,2017-10-20 15:53:29+00:00,other,weak_keyword_rule
T111904,AmazonHelp,What Should I Do Now??,Please report this to our support team here: and we'll look into this.,2017-11-23 20:27:33+00:00,other,weak_keyword_rule
T2699398,Delta,flight 1383 no Wi-Fi no in flight entertainment system.31/2 hour flight. Unacceptable,Hello Bradley! I'm sorry to hear you were not able to enjoy the in-flight entertainment on your flight today. Please follow/DM your seat number and I will advise our maintenance team.,2017-11-19 20:22:14+00:00,other,weak_keyword_rule
T2203881,Delta,what is you policy on canceling flights?!,"Hi, Giovanna. Is your question about Delta cancelling a flight? Or, about you canceling your flight/travel?",2017-11-16 05:30:34+00:00,other,weak_keyword_rule
T2493716,AmazonHelp,Pouvons nous procéder par mp? De quoi avez-vous besoin?,"Oui, c'est possible par DM. Je vous invite à initier la conversation SVP.",2017-11-15 20:12:33+00:00,other,weak_keyword_rule
T1910002,SpotifyCares,"I realize you're not tech support, but all but 2 shutdown fullcast episodes disappeared from Spotify. Any idea what's going on?",Hey Matthew! Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have them available again soon 🙂,2017-10-24 21:09:09+00:00,other,weak_keyword_rule
T1335846,Delta,flight 1240 on 10/12 waited on runway three hours sweating. FAs were great. But then no food to buy bc they said diff plane???,Good evening. Our apologies for the unpleasant experience. There may have been an issue with catering since you all switched aircrafts.,2017-10-15 23:36:35+00:00,other,weak_keyword_rule
T2296208,AppleSupport,"Everything is fine now, only happened the once. Udemy is working as expected and I’ve just updated to iOS 11.1.1. Thank you for you time.",We are happy to hear all is working as expected again. Enjoy the rest of your day.,2017-11-14 20:23:30+00:00,other,weak_keyword_rule
T2818,SpotifyCares,WHY AM I NOT ELIGIBLE FOR THIS PROMO OMG,"Hey, help's here! Could you send us a DM with your account's email address or username? We'll take a look backstage",2017-11-22 17:07:54+00:00,other,weak_keyword_rule
T411945,Delta,"confirmation G7VAUN. Got protected onto a later flight. HAVE problems checking in. Need u to clear the old flight so I can checkin, for me and the other passenger on my PNR","Let me take a look, please give me a few moments.",2017-10-10 00:36:58+00:00,other,weak_keyword_rule
T1152922,Delta,Can you match my status? I have platinum and my million miler balance is approx 86k,"Hi, Blanquita, your request for status match can be done via this link.",2017-10-24 17:10:45+00:00,other,weak_keyword_rule
T1749459,AmazonHelp,"non, il n'y avait pas de""resident"" à cet heure-ci chez moi. Nous habitons en pavillon.La hotline dit que c'est moi qui ait signé",Je suis désolée pour cela. Pouvez-vous me confirmer la solution proposée par notre service client ?,2017-11-07 18:04:26+00:00,other,weak_keyword_rule
T1427939,AmazonHelp,"Just track order, return or replace, and view item details","The seller is in the best position to answer your question. To do that, go to the item page and click on their name.",2017-11-06 16:05:00+00:00,other,weak_keyword_rule
T2753642,AppleSupport,33% battery drained for just half an hour while playing music come on #ios1112 #ios11,We'd be happy to look into this with you. Send us a DM to get started.,2017-11-21 01:54:56+00:00,other,weak_keyword_rule
T301634,Delta,"Yes actually. I just want to find my skymiles number to associate it with the delta flights I've taken recently, and will take again soon",...number for you. *HSD 2/2,2017-10-07 08:13:56+00:00,other,weak_keyword_rule
T1359016,AmazonHelp,Amazon Flex needs to screen the drivers better for logistics delivery. Some of these fuckers are mad dumb.,I'm sorry to hear there have been some difficulties. Would you mind sharing more information? We'd love to help!,2017-10-27 20:10:47+00:00,other,weak_keyword_rule
T929796,Delta,Major Customer Service FAIL with handling inadequate transport between gates at LAX today 👎🏾👎🏾! Expectations missed!,I'm very sorry. Are you referring to the airport shuttles?,2017-10-29 18:11:07+00:00,other,weak_keyword_rule
T2134258,Uber_Support,Yep. I like the policy as a general matter. I don't like the I'm not going to the airport policy this driver has. It's the airport!,"Hi, Hakeem! Go ahead and check your DM for further details.",2017-11-08 16:52:44+00:00,other,weak_keyword_rule
T95926,Delta,"If you’re considering flying and don’t want a customer service agent to hang up on you, I’d suggest walking or swimming instead","Hi, Ford. I am sorry if your call was dropped. It was not intentional. If you need further assistance, please let us know.",2017-11-30 16:19:43+00:00,other,weak_keyword_rule
